player_A,player_B,matches,A_wins,B_wins,last_match_date,last5_sequence,A_wins_last5
106234,209414,1,1,0,2023-07-03,1,1
105676,206681,1,1,0,2023-07-03,1,1
111505,200670,1,0,1,2023-07-03,0,0
109739,127339,1,1,0,2023-07-03,1,1
111581,200000,1,1,0,2023-07-03,1,1
104545,144719,1,0,1,2023-07-03,0,0
105583,123828,1,0,1,2023-07-03,0,0
126523,144869,2,0,2,2024-02-05,0 0,0
104925,106398,1,1,0,2023-07-03,1,1
124186,207989,1,0,1,2023-07-03,0,0
106186,111797,1,0,1,2023-07-03,0,0
100644,133297,1,1,0,2023-07-03,1,1
126207,208502,1,1,0,2023-07-03,1,1
202103,208103,1,0,1,2023-07-03,0,0
111153,111815,1,1,0,2023-07-03,1,1
106210,106331,1,0,1,2023-07-03,0,0
111513,210097,1,1,0,2023-07-03,1,1
111460,126846,1,1,0,2023-07-03,1,1
106214,123755,1,0,1,2023-07-03,0,0
126203,144707,1,0,1,2023-07-03,0,0
105550,208004,1,1,0,2023-07-03,1,1
126128,144895,2,1,1,2024-05-06,1 0,1
106296,133430,1,0,1,2023-07-03,0,0
106281,134770,1,1,0,2023-07-03,1,1
105676,144642,1,1,0,2023-07-03,1,1
109739,111581,1,1,0,2023-07-03,1,1
123828,128034,2,0,2,2024-04-01,0 0,0
104527,144869,2,2,0,2023-08-28,1 1,2
104925,111442,1,1,0,2023-07-03,1,1
126205,208103,1,0,1,2023-07-03,0,0
106331,111153,1,0,1,2023-07-03,0,0
111460,206173,1,0,1,2023-07-03,0,0
123755,144707,1,1,0,2023-07-03,1,1
105550,126128,1,0,1,2023-07-03,0,0
106281,133430,1,0,1,2023-07-03,0,0
109739,122330,2,0,2,2023-10-16,0 0,0
105777,208029,4,2,2,2024-04-08,0 1 1 0,2
106421,208103,2,1,1,2024-04-22,1 0,1
111153,126774,1,1,0,2023-07-03,1,1
123755,206173,1,0,1,2023-07-03,0,0
106065,200303,1,0,1,2023-07-17,0,0
208014,209406,1,1,0,2023-07-17,1,1
208502,209950,2,1,1,2023-11-27,1 0,1
106329,123755,1,1,0,2023-07-17,1,1
106281,208278,1,1,0,2023-07-17,1,1
144817,200514,1,0,1,2023-07-17,0,0
111442,206499,3,2,1,2024-04-01,1 0 1,2
200096,209414,1,0,1,2023-07-17,0,0
105449,126283,1,1,0,2023-07-17,1,1
111200,209863,1,0,1,2023-07-17,0,0
104731,209113,1,1,0,2023-07-17,1,1
105487,126239,1,1,0,2023-07-17,1,1
126845,133835,1,0,1,2023-07-17,0,0
122669,202261,1,1,0,2023-07-17,1,1
202195,210506,2,1,1,2023-07-24,0 1,1
111190,209098,1,0,1,2023-07-17,0,0
105902,106005,1,1,0,2023-07-17,1,1
106233,124186,1,1,0,2023-07-17,1,1
200325,208286,1,0,1,2023-07-17,0,0
111454,126846,1,1,0,2023-07-17,1,1
124116,144869,1,1,0,2023-07-17,1,1
144895,208118,1,1,0,2023-07-17,1,1
104527,106148,2,2,0,2023-07-24,1 1,2
106198,126523,1,0,1,2023-07-17,0,0
207678,207686,1,0,1,2023-07-17,0,0
124154,210319,1,0,1,2023-07-17,0,0
126094,200303,1,1,0,2023-07-17,1,1
105173,208014,1,1,0,2023-07-17,1,1
200175,208502,1,1,0,2023-07-17,1,1
106281,111442,1,0,1,2023-07-17,0,0
100644,106329,1,1,0,2023-07-17,1,1
200267,200514,1,1,0,2023-07-17,1,1
105449,200005,1,0,1,2023-07-17,0,0
202103,209414,1,1,0,2023-07-17,1,1
104731,133835,1,1,0,2023-07-17,1,1
105948,209863,1,1,0,2023-07-17,1,1
105902,210506,1,0,1,2023-07-17,0,0
106233,209098,1,0,1,2023-07-17,0,0
106075,209209,1,0,1,2023-07-17,0,0
111454,111456,1,0,1,2023-07-17,0,0
104545,144895,1,1,0,2023-07-17,1,1
104527,144719,1,0,1,2023-07-17,0,0
124116,126523,1,1,0,2023-07-17,1,1
126205,210319,1,1,0,2023-07-17,1,1
105138,106398,1,0,1,2023-07-17,0,0
134770,207686,1,1,0,2023-07-17,1,1
200175,200267,1,1,0,2023-07-17,1,1
111456,210506,1,0,1,2023-07-17,0,0
105870,209098,1,0,1,2023-07-17,0,0
207518,209209,1,1,0,2023-07-17,1,1
106398,144719,1,1,0,2023-07-17,1,1
124116,134770,2,0,2,2024-05-20,0 0,0
104545,210506,1,0,1,2023-07-17,0,0
106398,209098,1,1,0,2023-07-17,1,1
105173,210506,1,1,0,2023-07-17,1,1
105077,106398,3,1,2,2024-02-05,0 0 1,1
126094,126523,1,1,0,2023-07-24,1,1
106065,207686,1,1,0,2023-07-24,1,1
111190,123828,1,1,0,2023-07-24,1,1
206681,207678,1,1,0,2023-07-24,1,1
105902,144750,1,0,1,2023-07-24,0,0
106005,200005,1,0,1,2023-07-24,0,0
111200,207518,1,0,1,2023-07-24,0,0
106075,205734,1,1,0,2023-07-24,1,1
106121,212021,1,1,0,2023-07-24,1,1
126846,210319,1,1,0,2023-07-24,1,1
105948,144817,1,1,0,2023-07-24,1,1
111513,144869,1,1,0,2023-07-24,1,1
104527,209209,1,1,0,2023-07-24,1,1
111153,211346,1,1,0,2023-07-24,1,1
106398,200221,1,0,1,2023-07-24,0,0
106331,200436,1,0,1,2023-07-24,0,0
105359,200670,1,0,1,2023-07-24,0,0
124186,209414,1,0,1,2023-07-24,0,0
207213,209976,1,0,1,2023-07-24,0,0
126127,200615,1,0,1,2023-07-24,0,0
109739,200484,1,1,0,2023-07-24,1,1
104545,136440,1,0,1,2023-07-24,0,0
207411,208286,1,0,1,2023-07-24,0,0
209992,210097,2,2,0,2023-07-31,1 1,2
123755,209950,1,0,1,2023-07-24,0,0
105227,207925,1,0,1,2023-07-24,0,0
105487,106233,2,0,2,2023-07-31,0 0,0
106065,132283,1,0,1,2023-07-24,0,0
106423,200282,1,0,1,2023-07-24,0,0
126094,127157,1,0,1,2023-07-24,0,0
144719,206681,1,1,0,2023-07-24,1,1
105870,111190,1,0,1,2023-07-24,0,0
106415,126846,1,0,1,2023-07-24,0,0
106075,207518,1,0,1,2023-07-24,0,0
104527,105948,1,1,0,2023-07-24,1,1
111153,206909,2,1,1,2024-03-04,1 0,1
200436,209976,1,0,1,2023-07-24,0,0
124116,200615,1,0,1,2023-07-24,0,0
105554,136440,1,0,1,2023-07-24,0,0
100644,109739,1,1,0,2023-07-24,1,1
207925,208286,1,0,1,2023-07-24,0,0
105453,209992,1,1,0,2023-07-24,1,1
105583,209950,3,2,1,2024-04-15,0 1 1,2
106233,208103,1,0,1,2023-07-24,0,0
132283,144719,1,1,0,2023-07-24,1,1
111190,127157,1,1,0,2023-07-24,1,1
200615,209976,1,1,0,2023-07-24,1,1
136440,200670,1,0,1,2023-07-24,0,0
100644,209414,1,1,0,2023-07-24,1,1
134770,209950,2,1,1,2024-03-04,0 1,1
104527,132283,1,1,0,2023-07-24,1,1
126846,200005,1,1,0,2023-07-24,1,1
111190,111513,1,0,1,2023-07-24,0,0
200615,208286,2,1,1,2023-10-02,1 0,1
126203,200670,1,1,0,2023-07-24,1,1
100644,209950,1,1,0,2023-07-24,1,1
104527,200615,1,0,1,2023-07-24,0,0
126203,126846,1,1,0,2023-07-24,1,1
106234,208485,1,1,0,2023-07-31,1,1
105877,209992,1,0,1,2023-07-31,0,0
106296,208278,1,1,0,2023-07-31,1,1
202195,207686,1,0,1,2023-07-31,0,0
133297,200059,1,1,0,2023-07-31,1,1
104792,106216,1,1,0,2023-07-31,1,1
106281,144895,1,1,0,2023-07-31,1,1
105430,106218,1,1,0,2023-07-31,1,1
105614,111581,1,0,1,2023-07-31,0,0
144750,200647,1,0,1,2023-07-31,0,0
126845,208260,2,0,2,2024-02-12,0 0,0
206499,208300,1,1,0,2023-07-31,1,1
126239,207678,1,1,0,2023-07-31,1,1
105902,202261,1,1,0,2023-07-31,1,1
105554,106296,1,1,0,2023-07-31,1,1
136440,144642,1,1,0,2023-07-31,1,1
200624,207686,1,0,1,2023-07-31,0,0
133297,200000,1,1,0,2023-07-31,1,1
106423,200005,1,0,1,2023-07-31,0,0
126214,200335,1,0,1,2023-07-31,0,0
110602,205734,1,0,1,2023-07-31,0,0
106174,202058,1,0,1,2023-07-31,0,0
109734,200282,1,0,1,2023-07-31,0,0
125802,202320,1,1,0,2023-07-31,1,1
106281,134868,1,0,1,2023-07-31,0,0
202104,209098,1,1,0,2023-07-31,1,1
106426,127339,1,0,1,2023-07-31,0,0
144684,209414,1,1,0,2023-07-31,1,1
105359,124014,1,1,0,2023-07-31,1,1
111581,128034,1,1,0,2023-07-31,1,1
111797,210202,1,1,0,2023-07-31,1,1
111153,200647,1,1,0,2023-07-31,1,1
106065,123755,1,0,1,2023-07-31,0,0
133835,209113,1,1,0,2023-07-31,1,1
104918,206909,1,1,0,2023-07-31,1,1
105819,209209,1,1,0,2023-07-31,1,1
104545,208014,1,1,0,2023-07-31,1,1
126203,208260,1,1,0,2023-07-31,1,1
111815,206499,1,0,1,2023-07-31,0,0
105554,207686,1,1,0,2023-07-31,1,1
133297,200005,1,0,1,2023-07-31,0,0
126205,200335,1,1,0,2023-07-31,1,1
200282,202058,1,1,0,2023-07-31,1,1
104792,134868,1,0,1,2023-07-31,0,0
106148,202104,2,0,2,2024-05-20,0 0,0
125802,127339,1,1,0,2023-07-31,1,1
124116,144684,1,0,1,2023-07-31,0,0
105359,106432,1,0,1,2023-07-31,0,0
111797,133835,1,1,0,2023-07-31,1,1
105819,144869,1,0,1,2023-07-31,0,0
106233,126239,1,1,0,2023-07-31,1,1
136440,206499,2,2,0,2024-02-05,1 1,2
106398,111513,1,0,1,2023-07-31,0,0
134868,200670,1,1,0,2023-07-31,1,1
144684,202104,1,0,1,2023-07-31,0,0
106432,125802,1,1,0,2023-07-31,1,1
111442,126203,1,0,1,2023-07-31,0,0
123755,144869,3,0,3,2024-04-01,0 0 0,0
105577,208286,1,0,1,2023-08-07,0,0
106423,111190,1,1,0,2023-08-07,1,1
105554,209113,1,0,1,2023-08-07,0,0
111797,200005,2,0,2,2023-10-23,0 0,0
200221,200670,1,1,0,2023-08-07,1,1
105173,106121,1,0,1,2023-08-07,0,0
106296,126610,1,0,1,2023-08-07,0,0
106432,126846,1,0,1,2023-08-07,0,0
144869,200624,3,1,2,2023-10-23,0 0 1,1
104792,111153,1,1,0,2023-08-07,1,1
200008,202103,1,0,1,2023-08-07,0,0
106043,126205,1,0,1,2023-08-07,0,0
126523,210097,1,0,1,2023-08-07,0,0
106423,207518,1,0,1,2023-08-07,0,0
200282,209113,1,1,0,2023-08-07,1,1
126610,206173,1,0,1,2023-08-07,0,0
126846,200624,1,1,0,2023-08-07,1,1
128034,200175,1,1,0,2023-08-07,1,1
207989,210097,1,1,0,2023-08-07,1,1
106421,207518,2,2,0,2023-08-14,1 1,2
104792,126846,2,2,0,2024-04-08,1 1,2
132283,207686,1,1,0,2023-08-14,1,1
105583,202103,2,1,1,2024-02-19,1 0,1
106296,106415,1,0,1,2023-08-14,0,0
104755,105173,1,0,1,2023-08-14,0,0
105870,111456,1,0,1,2023-08-14,0,0
144895,200325,1,0,1,2023-08-14,0,0
127157,200615,2,1,1,2024-04-15,0 1,1
106432,200624,1,1,0,2023-08-14,1,1
126845,144750,1,1,0,2023-08-14,1,1
126207,134868,1,1,0,2023-08-14,1,1
200005,209950,1,1,0,2023-08-14,1,1
105583,206173,1,1,0,2023-08-14,1,1
100644,106415,2,2,0,2024-02-19,1 1,2
105173,200000,2,1,1,2024-04-22,1 0,1
126774,210097,1,1,0,2023-08-14,1,1
126845,134770,2,1,1,2024-01-15,1 0,1
126205,200005,2,2,0,2024-03-04,1 1,2
111442,207989,1,0,1,2023-08-14,0,0
200325,200615,1,0,1,2023-08-14,0,0
104527,126845,1,0,1,2023-08-14,0,0
126845,207989,1,0,1,2023-08-14,0,0
132686,207733,1,0,1,2023-08-21,0,0
106065,126845,1,0,1,2023-08-21,0,0
106005,136440,1,0,1,2023-08-21,0,0
106283,200303,1,1,0,2023-08-21,1,1
124186,126127,2,1,1,2024-01-08,0 1,1
111190,125802,1,1,0,2023-08-21,1,1
144817,207686,1,1,0,2023-08-21,1,1
106186,206909,1,0,1,2023-08-21,0,0
105430,123755,1,0,1,2023-08-21,0,0
111515,209414,1,0,1,2023-08-21,0,0
122669,210506,1,0,1,2023-08-21,0,0
111460,207680,1,0,1,2023-08-21,0,0
126239,208300,1,0,1,2023-08-21,0,0
126128,207678,1,0,1,2023-08-21,0,0
105985,111581,1,0,1,2023-08-21,0,0
105011,208014,1,0,1,2023-08-21,0,0
134868,207733,1,1,0,2023-08-21,1,1
105723,126845,1,0,1,2023-08-21,0,0
126177,136440,1,0,1,2023-08-21,0,0
106283,208103,1,0,1,2023-08-21,0,0
104755,144817,1,1,0,2023-08-21,1,1
123755,202104,2,0,2,2024-01-15,0 0,0
126846,209414,1,1,0,2023-08-21,1,1
124116,210506,1,0,1,2023-08-21,0,0
111513,207680,1,1,0,2023-08-21,1,1
122298,208300,1,0,1,2023-08-21,0,0
105870,207678,2,0,2,2024-02-26,0 0,0
106432,208014,1,1,0,2023-08-21,1,1
126845,134868,1,1,0,2023-08-21,1,1
136440,208103,1,0,1,2023-08-21,0,0
105916,200624,2,1,1,2023-08-28,0 1,1
126846,202104,1,0,1,2023-08-21,0,0
111513,210506,1,1,0,2023-08-21,1,1
207678,208300,1,1,0,2023-08-21,1,1
106432,111581,1,1,0,2023-08-21,1,1
126845,208103,1,0,1,2023-08-21,0,0
106432,207678,1,1,0,2023-08-21,1,1
200624,208103,2,0,2,2024-01-08,0 0,0
106432,202104,2,0,2,2023-08-28,0 0,0
202104,208103,1,1,0,2023-08-21,1,1
136440,207989,1,0,1,2023-08-28,0,0
105550,144750,1,0,1,2023-08-28,0,0
111442,122298,1,0,1,2023-08-28,0,0
105554,123755,1,1,0,2023-08-28,1,1
134868,209950,2,1,1,2024-01-15,0 1,1
106186,208286,1,0,1,2023-08-28,0,0
106423,200318,1,0,1,2023-08-28,0,0
111815,207686,1,1,0,2023-08-28,1,1
100644,126846,2,2,0,2024-05-06,1 1,2
106005,127157,1,0,1,2023-08-28,0,0
104918,144895,1,1,0,2023-08-28,1,1
105777,144684,1,1,0,2023-08-28,1,1
144869,202261,1,1,0,2023-08-28,1,1
104527,106415,1,1,0,2023-08-28,1,1
132283,134457,1,1,0,2023-08-28,1,1
105870,206173,1,0,1,2023-08-28,0,0
105226,106421,1,0,1,2023-08-28,0,0
106331,126845,1,1,0,2023-08-28,1,1
105902,200335,1,0,1,2023-08-28,0,0
111797,209414,1,1,0,2023-08-28,1,1
105077,210506,1,0,1,2023-08-28,0,0
105583,200059,1,0,1,2023-08-28,0,0
200282,207608,1,1,0,2023-08-28,1,1
111575,111581,1,0,1,2023-08-28,0,0
104545,207680,1,1,0,2023-08-28,1,1
105430,207733,1,0,1,2023-08-28,0,0
128034,144817,1,1,0,2023-08-28,1,1
126094,209070,2,2,0,2024-02-26,1 1,2
134770,207182,1,1,0,2023-08-28,1,1
111190,200670,1,1,0,2023-08-28,1,1
200303,208014,1,0,1,2023-08-28,0,0
105173,133297,1,1,0,2023-08-28,1,1
104755,206681,1,0,1,2023-08-28,0,0
124116,132686,1,1,0,2023-08-28,1,1
126207,210530,1,1,0,2023-08-28,1,1
106065,126128,1,0,1,2023-08-28,0,0
125802,207678,1,0,1,2023-08-28,0,0
106398,210097,1,0,1,2023-08-28,0,0
106234,208103,1,1,0,2023-08-28,1,1
111460,126127,1,0,1,2023-08-28,0,0
207518,208169,1,0,1,2023-08-28,0,0
106296,210150,1,0,1,2023-08-28,0,0
122669,200175,1,1,0,2023-08-28,1,1
106198,127339,1,0,1,2023-08-28,0,0
106210,111505,1,1,0,2023-08-28,1,1
202103,208260,1,1,0,2023-08-28,1,1
111513,206909,1,1,0,2023-08-28,1,1
200384,200647,1,1,0,2023-08-28,1,1
126523,210319,1,1,0,2023-08-28,1,1
104925,124186,1,1,0,2023-08-28,1,1
144750,207989,1,0,1,2023-08-28,0,0
105554,122298,1,1,0,2023-08-28,1,1
208286,209950,2,2,0,2024-03-18,1 1,2
111815,200318,1,1,0,2023-08-28,1,1
104918,105777,2,0,2,2024-01-01,0 0,0
200335,202104,1,0,1,2023-08-28,0,0
111797,210506,1,1,0,2023-08-28,1,1
200059,200282,1,0,1,2023-08-28,0,0
104545,111581,1,0,1,2023-08-28,0,0
126239,126610,1,1,0,2023-08-28,1,1
105916,208014,1,0,1,2023-08-28,0,0
105173,206681,1,1,0,2023-08-28,1,1
124116,126207,1,0,1,2023-08-28,0,0
200221,207678,1,1,0,2023-08-28,1,1
106148,106234,1,0,1,2023-08-28,0,0
208169,210150,1,0,1,2023-08-28,0,0
122669,126203,1,0,1,2023-08-28,0,0
111456,127339,1,0,1,2023-08-28,0,0
106210,202103,1,1,0,2023-08-28,1,1
104925,126523,1,1,0,2023-08-28,1,1
111815,208286,1,0,1,2023-08-28,0,0
106421,202104,1,1,0,2023-08-28,1,1
111581,207733,1,0,1,2023-08-28,0,0
126094,126239,1,1,0,2023-08-28,1,1
111190,208014,1,0,1,2023-08-28,0,0
106234,210097,2,0,2,2023-10-16,0 0,0
126127,208502,1,0,1,2023-08-28,0,0
126203,210150,1,1,0,2023-08-28,1,1
106210,127339,1,0,1,2023-08-28,0,0
207989,208286,2,2,0,2024-03-04,1 1,2
126207,208014,1,1,0,2023-08-28,1,1
126203,208502,1,1,0,2023-08-28,1,1
104925,127339,1,1,0,2023-08-28,1,1
126207,210097,2,0,2,2024-04-01,0 0,0
104925,210097,1,1,0,2023-08-28,1,1
117360,208013,1,1,0,2023-09-20,1,1
132686,210340,1,0,1,2023-09-20,0,0
106234,208286,1,1,0,2023-09-20,1,1
111454,126239,1,0,1,2023-09-20,0,0
104918,202168,1,1,0,2023-09-20,1,1
106426,212044,1,1,0,2023-09-20,1,1
126128,206909,1,1,0,2023-09-20,1,1
106210,144750,1,0,1,2023-09-20,0,0
105583,200267,1,1,0,2023-09-20,1,1
106415,209279,2,2,0,2024-02-05,1 1,2
106291,144869,1,0,1,2023-09-20,0,0
106121,126846,3,3,0,2024-04-22,1 1 1,3
104810,207494,1,0,1,2023-09-20,0,0
106331,208230,1,1,0,2023-09-20,1,1
124186,208014,1,1,0,2023-09-20,1,1
122669,200666,1,1,0,2023-09-20,1,1
111456,209992,2,1,1,2024-01-15,1 0,1
111761,200175,1,0,1,2023-09-20,0,0
106293,206499,1,1,0,2023-09-20,1,1
144895,200307,1,1,0,2023-09-20,1,1
106043,106109,1,0,1,2023-09-20,0,0
123755,200303,1,0,1,2023-09-20,0,0
111815,117360,1,1,0,2023-09-20,1,1
207518,210340,1,1,0,2023-09-20,1,1
105526,106426,1,1,0,2023-09-20,1,1
105554,126128,3,1,2,2024-03-04,0 1 0,1
105583,111442,1,0,1,2023-09-20,0,0
144869,207494,1,1,0,2023-09-20,1,1
124186,200624,1,0,1,2023-09-20,0,0
105777,122669,1,1,0,2023-09-20,1,1
106293,111456,1,0,1,2023-09-20,0,0
106109,111575,1,0,1,2023-09-20,0,0
100644,200303,1,1,0,2023-09-20,1,1
126239,207518,1,0,1,2023-09-20,0,0
111442,126128,1,0,1,2023-09-20,0,0
126128,207518,2,1,1,2024-03-18,1 0,1
106296,200514,1,0,1,2023-09-25,0,0
144895,208230,1,0,1,2023-09-25,0,0
105916,124116,1,0,1,2023-09-25,0,0
104527,106218,1,0,1,2023-09-25,0,0
122298,207686,1,0,1,2023-09-25,0,0
106078,126523,1,1,0,2023-09-25,1,1
200615,200624,1,0,1,2023-09-25,0,0
105062,132686,1,0,1,2023-09-25,0,0
106148,200647,1,0,1,2023-09-25,0,0
200514,202104,1,1,0,2023-09-25,1,1
105173,208230,1,1,0,2023-09-25,1,1
122330,124116,1,0,1,2023-09-25,0,0
207686,209098,1,0,1,2023-09-25,0,0
106078,208103,1,0,1,2023-09-25,0,0
132686,200624,1,0,1,2023-09-25,0,0
134868,200647,1,1,0,2023-09-25,1,1
105173,200514,1,1,0,2023-09-25,1,1
208103,209098,2,1,1,2024-04-22,0 1,1
134868,200624,1,0,1,2023-09-25,0,0
105173,124116,2,2,0,2023-11-06,1 1,2
200624,209098,1,1,0,2023-09-25,1,1
105173,200624,1,1,0,2023-09-25,1,1
200670,208286,2,1,1,2023-10-02,0 1,1
200221,212044,1,1,0,2023-09-27,1,1
105554,206173,1,0,1,2023-09-27,0,0
106415,209992,1,1,0,2023-09-27,1,1
144750,144869,1,0,1,2023-09-27,0,0
111575,207518,1,0,1,2023-09-27,0,0
105870,207989,1,0,1,2023-09-27,0,0
111797,208286,3,3,0,2024-05-06,1 1 1,3
134770,144869,2,2,0,2024-04-15,1 1,2
106426,206499,1,1,0,2023-10-02,1,1
200175,207352,1,0,1,2023-10-02,0,0
111456,144895,1,1,0,2023-10-02,1,1
105916,106187,1,1,0,2023-10-02,1,1
144719,144751,1,1,0,2023-10-02,1,1
106121,208013,1,0,1,2023-10-02,0,0
106218,123755,1,1,0,2023-10-02,1,1
126523,206909,1,0,1,2023-10-02,0,0
104755,111190,1,0,1,2023-10-02,0,0
126845,200318,1,0,1,2023-10-02,0,0
126239,206681,1,0,1,2023-10-02,0,0
104527,105583,1,0,1,2023-10-02,0,0
106415,127157,1,1,0,2023-10-02,1,1
106234,111460,1,0,1,2023-10-02,0,0
202358,207686,1,1,0,2023-10-02,1,1
200303,209950,1,0,1,2023-10-02,0,0
122669,124116,1,0,1,2023-10-02,0,0
106398,200670,1,0,1,2023-10-02,0,0
111513,208014,1,0,1,2023-10-02,0,0
133297,209992,1,1,0,2023-10-02,1,1
106043,209414,1,1,0,2023-10-02,1,1
111442,209279,1,0,1,2023-10-02,0,0
132283,210340,1,1,0,2023-10-02,1,1
109303,202320,1,0,1,2023-10-02,0,0
106148,126846,2,1,1,2024-03-18,0 1,1
105062,124186,1,1,0,2023-10-02,1,1
106296,132686,1,1,0,2023-10-02,1,1
200624,207352,1,1,0,2023-10-02,1,1
144719,210097,1,0,1,2023-10-02,0,0
202104,208013,1,1,0,2023-10-02,1,1
106218,206173,1,0,1,2023-10-02,0,0
111190,144869,1,1,0,2023-10-02,1,1
200318,207518,1,1,0,2023-10-02,1,1
200282,206681,2,0,2,2024-03-18,0 0,0
105583,134868,1,1,0,2023-10-02,1,1
105870,111153,1,0,1,2023-10-02,0,0
111460,126094,1,0,1,2023-10-02,0,0
105173,202358,1,1,0,2023-10-02,1,1
124116,126205,1,0,1,2023-10-02,0,0
111815,200670,1,0,1,2023-10-02,0,0
105526,208286,1,0,1,2023-10-02,0,0
122298,200005,3,0,3,2024-04-22,0 0 0,0
126203,133297,1,1,0,2023-10-02,1,1
106043,208103,1,1,0,2023-10-02,1,1
111797,209279,1,1,0,2023-10-02,1,1
111575,202320,1,1,0,2023-10-02,1,1
105777,126846,1,1,0,2023-10-02,1,1
105062,105554,1,0,1,2023-10-02,0,0
106296,207989,1,0,1,2023-10-02,0,0
105916,202103,1,0,1,2023-10-02,0,0
126128,210097,2,1,1,2024-01-01,0 1,1
202104,206173,2,0,2,2024-01-15,0 0,0
111190,206909,1,1,0,2023-10-02,1,1
128034,200318,1,1,0,2023-10-02,1,1
105583,206681,1,0,1,2023-10-02,0,0
126205,209950,1,1,0,2023-10-02,1,1
200624,202103,1,1,0,2023-10-02,1,1
206173,210097,3,2,1,2024-03-04,0 1 1,2
134770,206681,1,0,1,2023-10-02,0,0
200005,200670,1,1,0,2023-10-02,1,1
200624,210097,1,1,0,2023-10-02,1,1
128034,206681,1,1,0,2023-10-02,1,1
133297,134770,1,0,1,2023-10-16,0,0
126128,205734,2,1,1,2024-04-22,1 0,1
106331,124116,2,0,2,2023-11-06,0 0,0
132686,136440,2,2,0,2024-02-19,1 1,2
126846,200000,1,0,1,2023-10-16,0,0
104755,109739,1,0,1,2023-10-16,0,0
105554,209209,1,0,1,2023-10-16,0,0
100644,111442,2,0,2,2024-02-19,0 0,0
106296,123755,1,1,0,2023-10-16,1,1
104527,127339,1,1,0,2023-10-16,1,1
111456,126845,1,1,0,2023-10-16,1,1
105676,111460,1,1,0,2023-10-16,1,1
111513,209863,1,1,0,2023-10-16,1,1
126205,127157,1,1,0,2023-10-16,1,1
106148,208659,1,0,1,2023-10-16,0,0
200670,202104,2,1,1,2024-01-15,1 0,1
122669,206681,1,1,0,2023-10-16,1,1
111153,200303,1,0,1,2023-10-16,0,0
126127,207686,2,0,2,2024-02-05,0 0,0
144719,210136,1,0,1,2023-10-16,0,0
133975,200325,1,0,1,2023-10-16,0,0
105870,210696,1,1,0,2023-10-16,1,1
208103,209976,1,0,1,2023-10-16,0,0
106426,200647,1,1,0,2023-10-16,1,1
106233,208134,1,1,0,2023-10-16,1,1
105138,111200,1,0,1,2023-10-16,0,0
144869,208278,1,0,1,2023-10-16,0,0
200175,200418,1,1,0,2023-10-16,1,1
109739,132686,2,1,1,2024-01-15,1 0,1
104792,209209,1,1,0,2023-10-16,1,1
124116,200000,1,0,1,2023-10-16,0,0
104527,207830,2,0,2,2024-03-04,0 0,0
111442,210097,2,0,2,2024-02-05,0 0,0
105676,208659,1,0,1,2023-10-16,0,0
111513,200670,1,1,0,2023-10-16,1,1
122669,207686,1,1,0,2023-10-16,1,1
132283,200303,2,0,2,2024-02-19,0 0,0
209950,210136,1,1,0,2023-10-16,1,1
111200,209976,1,1,0,2023-10-16,1,1
106426,200615,1,0,1,2023-10-16,0,0
122298,126774,1,0,1,2023-10-16,0,0
126203,208278,1,0,1,2023-10-16,0,0
200175,208029,2,1,1,2023-10-23,1 0,1
109739,200384,1,1,0,2023-10-16,1,1
122330,208659,2,1,1,2024-05-20,1 0,1
111513,207830,1,1,0,2023-10-16,1,1
122669,209950,1,0,1,2023-10-16,0,0
111200,200175,1,0,1,2023-10-16,0,0
200615,208278,1,0,1,2023-10-16,0,0
104792,111513,1,1,0,2023-10-16,1,1
126774,209950,1,0,1,2023-10-16,0,0
200175,200303,1,0,1,2023-10-16,0,0
106234,208278,1,1,0,2023-10-16,1,1
122330,209950,1,1,0,2023-10-16,1,1
104792,200303,1,1,0,2023-10-16,1,1
133975,208502,1,0,1,2023-10-23,0,0
104792,127157,1,1,0,2023-10-23,1,1
105173,111797,1,0,1,2023-10-23,0,0
126094,200615,2,1,1,2024-04-08,1 0,1
105077,208286,1,0,1,2023-10-23,0,0
105526,111153,1,1,0,2023-10-23,1,1
111815,209209,1,1,0,2023-10-23,1,1
134868,205734,1,1,0,2023-10-23,1,1
124186,126205,1,0,1,2023-10-23,0,0
200000,209857,1,1,0,2023-10-23,1,1
106234,127339,1,0,1,2023-10-23,0,0
105138,122298,1,0,1,2023-10-23,0,0
126846,207830,1,0,1,2023-10-23,0,0
104527,207686,1,0,1,2023-10-23,0,0
126203,126845,1,1,0,2023-10-23,1,1
200670,208103,1,0,1,2023-10-23,0,0
104918,105870,2,1,1,2024-05-20,1 0,1
106421,209950,1,1,0,2023-10-23,1,1
134770,208502,1,0,1,2023-10-23,0,0
126094,208286,1,1,0,2023-10-23,1,1
126205,127339,1,0,1,2023-10-23,0,0
126774,207830,1,1,0,2023-10-23,1,1
126203,207686,1,0,1,2023-10-23,0,0
200005,208502,1,1,0,2023-10-23,1,1
126774,127339,1,1,0,2023-10-23,1,1
200000,207686,1,1,0,2023-10-23,1,1
144869,208029,1,0,1,2023-10-23,0,0
124186,126128,1,0,1,2023-10-30,0,0
111513,209414,1,1,0,2023-10-30,1,1
100644,105916,1,1,0,2023-10-30,1,1
105583,126127,1,1,0,2023-10-30,1,1
111456,200670,1,1,0,2023-10-30,1,1
104527,106233,1,0,1,2023-10-30,0,0
127157,209950,4,2,2,2024-04-22,1 0 0 1,2
200221,210097,1,1,0,2023-10-30,1,1
